,X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
850,-73.9642288873015,40.7820439983567,22F-AM-1007-06,22F,AM,10072018,6,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,True,True,False,,False,False,False,False,False,True,False,False,,POINT (-73.9642288873015 40.7820439983567)
852,-73.9609704650925,40.7938786854735,34B-AM-1013-03,34B,AM,10132018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,15,,True,False,True,False,False,hopping,False,False,False,False,False,True,False,True,,POINT (-73.9609704650925 40.7938786854735)
863,-73.9764016030666,40.7689894344251,4D-PM-1008-05,04D,PM,10082018,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9764016030666 40.7689894344251)
876,-73.9768311751004,40.7667178072558,2E-AM-1010-03,02E,AM,10102018,3,Adult,Cinnamon,,Cinnamon+,,Above Ground,4,,False,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9768311751004 40.76671780725581)
894,-73.9799311173259,40.7685576997559,2B-AM-1010-03,02B,AM,10102018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9799311173259 40.7685576997559)
895,-73.9675198230918,40.778631094685,17F-AM-1007-02,17F,AM,10072018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,4,,False,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9675198230918 40.778631094685)
898,-73.9734687538064,40.7694308959222,6F-PM-1008-04,06F,PM,10082018,4,Adult,Cinnamon,White,Cinnamon+White,patches of white on haunches,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9734687538064 40.7694308959222)
906,-73.9757216124349,40.7754310239649,11A-PM-1013-05,11A,PM,10132018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,True,digging,False,False,False,False,True,False,False,False,,POINT (-73.9757216124349 40.7754310239649)
926,-73.9763116425885,40.7688839576487,4D-PM-1008-03,04D,PM,10082018,3,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,False,True,ran two feet up tree trunk,POINT (-73.9763116425885 40.7688839576487)
929,-73.967042958599,40.7784370719371,17F-AM-1007-05,17F,AM,10072018,5,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,True,False,,False,False,False,True,False,False,True,False,,POINT (-73.967042958599 40.7784370719371)
932,-73.9785948413883,40.7718908026758,6A-PM-1012-01,06A,PM,10122018,1,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,True,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9785948413883 40.7718908026758)
938,-73.9706323458769,40.7713196034265,9G-PM-1007-03,09G,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9706323458769 40.771319603426505)
940,-73.9761447791484,40.7690147873986,4D-PM-1008-02,04D,PM,10082018,2,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,True,False,,POINT (-73.9761447791484 40.7690147873986)
948,-73.9654093844049,40.7806896368469,20F-PM-1007-09,20F,PM,10072018,9,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,True,False,False,,POINT (-73.9654093844049 40.7806896368469)
956,-73.9658443548822,40.7796704898979,19F-AM-1007-03,19F,AM,10072018,3,Juvenile,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,False,False,scared,POINT (-73.9658443548822 40.7796704898979)
962,-73.9623922773932,40.7814944428327,22H-PM-1007-04,22H,PM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,False,False,,POINT (-73.9623922773932 40.7814944428327)
969,-73.9683994064731,40.7710765500799,9I-AM-1014-06,09I,AM,10142018,6,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,True,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.96839940647311 40.7710765500799)
970,-73.9689781843873,40.7709333833783,9I-PM-1010-04,09I,PM,10102018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,True,,POINT (-73.9689781843873 40.7709333833783)
973,-73.978392591149,40.7668993398193,1D-PM-1007-04,01D,PM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.978392591149 40.7668993398193)
981,-73.9676424599715,40.7777766106807,16F-AM-1008-01,16F,AM,10082018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,near fence,False,False,False,False,True,,False,False,False,False,True,True,False,False,,POINT (-73.9676424599715 40.7777766106807)
986,-73.9649827807341,40.7817322832767,21F-AM-1018-06,21F,AM,10182018,6,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,True,False,False,True,,POINT (-73.9649827807341 40.7817322832767)
996,-73.9790896775237,40.7688048644871,3B-AM-1010-10,03B,AM,10102018,10,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9790896775237 40.7688048644871)
1000,-73.9801985977846,40.7680159511705,1B-AM-1012-11,01B,AM,10122018,11,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,True,False,fighting w/ pigeons,False,False,False,False,False,False,True,False,,POINT (-73.9801985977846 40.7680159511705)
1002,-73.9645547556826,40.776877007081,16I-AM-1008-04,16I,AM,10082018,4,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,9,tree hollow,False,False,False,False,False,in hollow,False,False,False,False,False,False,False,False,curious,POINT (-73.9645547556826 40.776877007081)
1005,-73.9686296217893,40.771812308875,10H-AM-1014-02,10H,AM,10142018,2,Juvenile,Cinnamon,,Cinnamon+,,Above Ground,6,,True,False,False,False,False,,False,False,False,False,False,False,False,False,,POINT (-73.9686296217893 40.771812308875)
1016,-73.9552035011902,40.7889851896334,32I-AM-1013-06,32I,AM,10132018,6,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,In and below shrub,False,False,True,False,True,,False,False,False,True,False,False,True,False,,POINT (-73.9552035011902 40.7889851896334)
1033,-73.9553163829551,40.7988610926249,42D-PM-1013-04,42D,PM,10132018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,Light Cinnamon,Ground Plane,FALSE,,False,False,False,False,False,carrying nut away,False,False,False,False,False,False,True,False,,POINT (-73.9553163829551 40.7988610926249)
1037,-73.9563311167069,40.7950901563337,38E-AM-1010-12,38E,AM,10102018,12,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,running on rocks,False,True,False,False,False,,False,False,False,True,False,False,False,False,runs toward something,POINT (-73.9563311167069 40.7950901563337)
1040,-73.9593374341938,40.797258337802,38B-PM-1018-01,38B,PM,10182018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9593374341938 40.797258337802)
1048,-73.9562642076935,40.7983338763074,41C-AM-1017-02,41C,AM,10172018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,True,False,False,,POINT (-73.9562642076935 40.7983338763074)
1054,-73.9811078442462,40.767515940567,1A-AM-1007-04,01A,AM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9811078442462 40.767515940567)
1065,-73.9695305996721,40.7745386896959,12F-PM-1007-02,12F,PM,10072018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,True,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9695305996721 40.7745386896959)
1073,-73.9640534906634,40.7777383899836,17I-AM-1014-02,17I,AM,10142018,2,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,False,False,False,False,standing upright,False,False,False,False,False,True,False,True,runs from (only ran away when a grandpa chased it off),POINT (-73.9640534906634 40.7777383899836)
1075,-73.9541837143178,40.7944340477396,38G-PM-1020-06,38G,PM,10202018,6,Juvenile,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,,False,True,False,False,False,False,False,True,,POINT (-73.9541837143178 40.7944340477396)
1079,-73.9680855277775,40.7769251965381,15F-AM-1007-10,15F,AM,10072018,10,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,20,,True,False,True,False,False,,False,False,False,False,False,False,False,True,,POINT (-73.9680855277775 40.7769251965381)
1086,-73.9770985425092,40.7665926744505,1E-AM-1006-04,01E,AM,10062018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9770985425092 40.7665926744505)
1096,-73.9604954276129,40.7965682182001,37A-AM-1012-01,37A,AM,10122018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,Drawing included on tally sheet,Ground Plane,FALSE,,False,False,False,False,True,scanning (drawing included),False,False,False,False,False,False,False,True,,POINT (-73.9604954276129 40.7965682182001)
1101,-73.9541500874008,40.7920329989756,35H-AM-1013-02,35H,AM,10132018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,Sitting on tree limb,False,False,False,False,False,sitting,False,False,False,False,False,False,True,False,"watching me from tree,but calm",POINT (-73.9541500874008 40.7920329989756)
1115,-73.9693465383617,40.7744996336934,12F-PM-1007-01,12F,PM,10072018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,False,True,,POINT (-73.9693465383617 40.7744996336934)
1119,-73.9645060433292,40.7768322057794,16I-AM-1008-03,16I,AM,10082018,3,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,True,False,True,False,,POINT (-73.9645060433292 40.7768322057794)
1125,-73.9776445567926,40.768119107973,3D-PM-1010-07,03D,PM,10102018,7,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9776445567926 40.768119107973)
1127,-73.9744906832678,40.7699948746776,6E-PM-1010-05,06E,PM,10102018,5,Adult,Cinnamon,White,Cinnamon+White,white back legs,Ground Plane,FALSE,,False,False,False,True,False,could this squirrel be eating a white mushroom?,False,False,False,False,False,False,True,False,,POINT (-73.9744906832678 40.76999487467761)
1130,-73.9798390387307,40.7700761090896,3A-PM-1017-07,03A,PM,10172018,7,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,True,False,False,,POINT (-73.9798390387307 40.7700761090896)
1133,-73.9667474482967,40.7760643720793,15H-PM-1008-01,15H,PM,10082018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,10,Oak tree,False,True,False,False,False,watching me,False,True,False,True,False,False,False,False,observant,POINT (-73.9667474482967 40.7760643720793)
1136,-73.9594357049738,40.7840678890949,25I-AM-1012-01,25I,AM,10122018,1,Adult,Cinnamon,,Cinnamon+,,Above Ground,4,on bar,False,False,False,True,False,,False,False,False,True,True,True,False,False,,POINT (-73.9594357049738 40.7840678890949)
1138,-73.9615817859213,40.7945839663845,35A-AM-1014-08,35A,AM,10142018,8,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9615817859213 40.79458396638451)
1140,-73.9765805609072,40.7692807820935,4D-PM-1008-07,04D,PM,10082018,7,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,hopped over fence and chased # 6 around tree & ran it to end of lawn,True,True,False,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9765805609072 40.7692807820935)
1143,-73.9611446263364,40.7911003407299,32D-AM-1013-03,32D,AM,10132018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,15,,False,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9611446263364 40.7911003407299)
1144,-73.9794367096274,40.7672720598482,1C-PM-1013-04,01C,PM,10132018,4,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9794367096274 40.7672720598482)
1153,-73.964572179093,40.7811208719018,21F-PM-1018-01,21F,PM,10182018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,True,,POINT (-73.964572179093 40.7811208719018)
1156,-73.9763894759543,40.7705523372364,5C-PM-1010-12,05C,PM,10102018,12,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,False,False,,POINT (-73.9763894759543 40.7705523372364)
1163,-73.9689504114652,40.7766770153764,14F-PM-1012-05,14F,PM,10122018,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,2,on a fallen branch,True,False,False,True,False,sitting,False,False,False,False,False,False,False,False,looking at me,POINT (-73.9689504114652 40.7766770153764)
1175,-73.9807898224726,40.768215817511,1A-PM-1014-04,01A,PM,10142018,4,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9807898224726 40.768215817511)
1185,-73.9793334416378,40.7674142089209,1C-PM-1013-02,01C,PM,10132018,2,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,False,True,digging,False,False,False,False,False,False,False,False,,POINT (-73.9793334416378 40.7674142089209)
1197,-73.9762187733662,40.7739282973004,9B-PM-1013-08,09B,PM,10132018,8,Juvenile,Cinnamon,"Black, White","Cinnamon+Black, White",,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,True,False,False,True,False,,POINT (-73.9762187733662 40.7739282973004)
1198,-73.9756993198381,40.7681956641913,3E-PM-1008-08,03E,PM,10082018,8,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9756993198381 40.7681956641913)
1200,-73.9636971843665,40.7825638537362,22F-AM-1007-04,22F,AM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,,,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9636971843665 40.7825638537362)
1212,-73.9761792189352,40.7745745517215,9A-AM-1013-09,09A,AM,10132018,9,Juvenile,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9761792189352 40.7745745517215)
1215,-73.9728895595977,40.7699378332299,6F-AM-1006-01,06F,AM,10062018,1,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,True,True,False,,False,False,False,False,False,True,False,False,,POINT (-73.9728895595977 40.7699378332299)
1221,-73.9796409671481,40.7679049871186,1C-PM-1013-09,01C,PM,10132018,9,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,False,False,,POINT (-73.9796409671481 40.7679049871186)
1226,-73.97684509717,40.7709430375069,5C-PM-1010-07,05C,PM,10102018,7,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,13,,False,True,False,False,False,,False,False,False,False,False,False,False,False,,POINT (-73.97684509717 40.7709430375069)
1230,-73.9790822606486,40.7714466633386,5A-AM-1006-03,05A,AM,10062018,3,Juvenile,Cinnamon,,Cinnamon+,,Above Ground,8,,False,False,True,True,False,,False,False,False,True,False,False,False,True,,POINT (-73.9790822606486 40.7714466633386)
1233,-73.9722281263634,40.7704083288013,7G-AM-1010-06,07G,AM,10102018,6,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,True,False,,POINT (-73.9722281263634 40.7704083288013)
1246,-73.9543044385367,40.7984498571338,41E-AM-1007-04,41E,AM,10072018,4,Adult,Cinnamon,White,Cinnamon+White,white haunches/tail,Ground Plane,FALSE,rubbing belly on ground,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9543044385367 40.798449857133804)
1253,-73.9527227282134,40.7935061484064,37I-AM-1010-03,37I,AM,10102018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,4,in tree,False,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9527227282134 40.7935061484064)
1260,-73.9811585807616,40.768706748732,2A-AM-1010-06,02A,AM,10102018,6,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,False,False,False,chasing #5,False,False,False,False,False,False,False,False,,POINT (-73.9811585807616 40.768706748732)
1266,-73.9709897849823,40.768627964006,6H-AM-1008-02,06H,AM,10082018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9709897849823 40.768627964006)
1270,-73.967762162893,40.7823359027165,20C-PM-1018-08,20C,PM,10182018,8,Juvenile,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,True,False,True,runs from (dog),POINT (-73.967762162893 40.7823359027165)
1275,-73.9702541471417,40.7698584231797,7H-AM-1006-12,07H,AM,10062018,12,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9702541471417 40.7698584231797)
1276,-73.9798005188704,40.7691868791734,3A-PM-1017-01,03A,PM,10172018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,True,False,False,,POINT (-73.97980051887042 40.7691868791734)
1281,-73.9795728289645,40.7678669804787,1C-PM-1013-07,01C,PM,10132018,7,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9795728289645 40.7678669804787)
1282,-73.974451175321,40.7701294635264,6E-PM-1010-04,06E,PM,10102018,4,Adult,Cinnamon,White,Cinnamon+White,white back legs,Ground Plane,FALSE,small open area but w/ 7 large oak trees,False,True,False,True,False,chasing #3,False,False,False,False,False,False,True,False,,POINT (-73.974451175321 40.7701294635264)
1287,-73.9763236949008,40.7686815615335,4D-PM-1008-12,04D,PM,10082018,12,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,3,,True,False,False,False,False,was chased by # 11,True,False,False,False,False,False,False,True,,POINT (-73.9763236949008 40.7686815615335)
1289,-73.9724681269526,40.7743474675821,11D-PM-1006-03,11D,PM,10062018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,True,False,False,,POINT (-73.9724681269526 40.7743474675821)
1290,-73.9668140804066,40.7768100147333,15G-AM-1008-06,15G,AM,10082018,6,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,False,True,,POINT (-73.9668140804066 40.7768100147333)
1294,-73.9604089940153,40.7910028063138,32D-AM-1013-04,32D,AM,10132018,4,Adult,Cinnamon,,Cinnamon+,Brown legs,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,True,True,False,True,,POINT (-73.9604089940153 40.7910028063138)
1311,-73.9694169352433,40.7744408293858,12G-PM-1007-03,12G,PM,10072018,3,,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,bushes,False,False,False,False,True,,False,False,False,False,False,False,False,False,friendly,POINT (-73.9694169352433 40.7744408293858)
1323,-73.9744387347626,40.7776953143835,13A-AM-1017-03,13A,AM,10172018,3,Adult,Cinnamon,,Cinnamon+,,,,,False,True,False,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9744387347626 40.7776953143835)
1334,-73.957134662576,40.7872395604122,30I-PM-1006-07,30I,PM,10062018,7,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,True,,POINT (-73.957134662576 40.7872395604122)
1351,-73.9610985171525,40.7913867116989,32D-AM-1013-01,32D,AM,10132018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,20,,False,False,True,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9610985171525 40.7913867116989)
1353,-73.9636476467218,40.7775556986702,18I-AM-1017-01,18I,AM,10172018,1,Adult,Cinnamon,Black,Cinnamon+Black,,Ground Plane,FALSE,,False,False,False,True,False,,False,False,False,False,False,False,True,False,,POINT (-73.9636476467218 40.7775556986702)
1354,-73.9765269282059,40.7746876635248,9A-AM-1013-10,09A,AM,10132018,10,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,True,True,False,,False,False,False,False,False,False,False,True,,POINT (-73.9765269282059 40.7746876635248)
1362,-73.972112497276,40.7702759037428,7G-AM-1010-08,07G,AM,10102018,8,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.972112497276 40.7702759037428)
1368,-73.9702717260829,40.768951107763,6I-PM-1013-03,06I,PM,10132018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,"Flowers, grass",False,False,False,True,False,,False,False,False,False,False,False,False,False,,POINT (-73.9702717260829 40.768951107763)
1378,-73.9796470494747,40.7678370925485,1C-PM-1013-08,01C,PM,10132018,8,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,False,False,,POINT (-73.9796470494747 40.7678370925485)
1381,-73.9611274898661,40.7915250069086,32C-AM-1014-05,32C,AM,10142018,5,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9611274898661 40.7915250069086)
1383,-73.9787608762005,40.7686062296462,3C-PM-1008-01,03C,PM,10082018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,3,,False,False,False,False,False,walked between trees,False,False,False,False,False,False,True,False,,POINT (-73.9787608762005 40.7686062296462)
1393,-73.95488263914,40.7959474571251,39F-AM-1014-05,39F,AM,10142018,5,Juvenile,Cinnamon,,Cinnamon+,,Above Ground,2,up/down tree,True,False,True,False,True,,False,False,False,False,True,False,True,False,,POINT (-73.95488263914 40.7959474571251)
1411,-73.9594676326588,40.7984457363388,39A-AM-1013-01,39A,AM,10132018,1,Juvenile,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,False,False,True,True,,False,False,False,False,False,False,False,True,,POINT (-73.9594676326588 40.7984457363388)
1414,-73.9678561384348,40.7782877397822,16E-PM-1018-02,16E,PM,10182018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,True,False,False,False,,False,False,False,True,False,False,False,False,gets distance from people but then continues to chase #1,POINT (-73.9678561384348 40.7782877397822)
1415,-73.9757313481982,40.7754704051391,11A-PM-1013-04,11A,PM,10132018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,False,False,True,True,,False,False,False,False,False,False,False,False,,POINT (-73.9757313481982 40.7754704051391)
1417,-73.9673924060436,40.7788781851716,17F-AM-1007-03,17F,AM,10072018,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,False,False,False,False,,False,False,False,False,False,False,True,False,,POINT (-73.9673924060436 40.7788781851716)
1436,-73.9721279808683,40.7661158663901,3I-PM-1013-02,03I,PM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9721279808683 40.7661158663901)
1447,-73.9772810073685,40.7693577540392,4C-PM-1010-03,04C,PM,10102018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,True,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9772810073685 40.7693577540392)
1456,-73.9697744662785,40.7755950428973,13F-AM-1007-04,13F,AM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9697744662785 40.7755950428973)
1492,-73.9807078515193,40.7683335292642,2A-AM-1010-04,02A,AM,10102018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,True,False,True,False,,POINT (-73.9807078515193 40.7683335292642)
1505,-73.9733461334967,40.7684314285151,5G-PM-1010-01,05G,PM,10102018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,False,False,True,True,,False,False,False,False,False,False,True,False,,POINT (-73.9733461334967 40.7684314285151)
1513,-73.9662409997642,40.7891042935432,28A-PM-1007-03,28A,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,False,True,False,True,True,chasing #2 took #2 food wrapper and is foraging through it,False,False,False,False,False,False,True,False,,POINT (-73.9662409997642 40.7891042935432)
1536,-73.9746128451271,40.7700957046709,6E-PM-1010-02,06E,PM,10102018,2,Adult,Cinnamon,White,Cinnamon+White,white back legs,Ground Plane,FALSE,small open area but w/ 7 large oak trees,False,False,False,False,True,,False,False,False,False,False,False,True,False,,POINT (-73.9746128451271 40.7700957046709)
1543,-73.9713906492842,40.7750061310143,12E-PM-1018-03,12E,PM,10182018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,True,False,False,,False,False,False,False,False,False,False,True,,POINT (-73.9713906492842 40.7750061310143)
1551,-73.9785114291288,40.7719779589449,6A-PM-1012-03,06A,PM,10122018,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,True,True,False,False,,False,False,False,False,False,False,False,False,,POINT (-73.9785114291288 40.7719779589449)
1558,-73.968200390984,40.7837095769482,22B-AM-1013-02,22B,AM,10132018,2,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,False,False,False,False,True,climbed tree,False,False,False,False,False,False,True,False,,POINT (-73.968200390984 40.7837095769482)
1560,-73.9587072763996,40.7850256219415,27I-AM-1007-01,27I,AM,10072018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,20,,False,False,True,True,False,,False,False,False,False,False,False,False,True,,POINT (-73.9587072763996 40.7850256219415)
